tweet,sentiment,emotion,class
Dai ranjit nee idha parthu film eduka kathuko,0,1,1
Trailer fast ah podu Ana Background la main bgm illaye Fyt Ku Varadhinga Da Unmaiya tha slura,0,1,1
Superb Vivek Mervin pinnitinga ponga... Ungalukagave padam pakanum,0,0,0
Viswasam likes aa pathu payainthu vainthavainga yar yar like pothathu.....,0,0,1
1:36 *thaa enna look-u daa saami That bgm lit,0,0,1
Guyzz 1m likes vara varaikum vitraadheenga...,0,0,0
Padaiyatchi nu sonna mattum ungalukku jaathi veri nagi reddi settiyar mudaliar nu sonna adhu jaathi veri illaya,0,1,1
Velraj sir thalaivana masss a kamchirukaru vera level u,0,0,0
U1 kaga paakuradha illa sk kaaga verukuradhane therila but mithran + u1 kaaga kandipa paakanum,0,0,1
Iam vijay fan kerala and iam waiting super star's petta,0,0,0
Oh my god .. it's rajini for you,0,0,0
0:52 thala looka apdiyae vechurkaru pa. Without audio la paata thalaikum ivrukkum vityasam teriyathu,0,0,0
Dai yaaru da antha 36k? apadi enna da enga thala mela ungaluku Gaandu?!,0,1,1
Love u thalaivaaaaaaa avangala aarani Anastasia's Alabama and Anastasia's,0,0,0
Iam sk fan aanaa trailer semma,0,0,0
kanithan + mugamoodi Neenga nambalainalum ithan nesam,0,0,0
Sema mass marana mass tha i love rajini,0,0,0
800k likes varavareku nanu thungamatte nenaikiravage like podunge,0,0,0
Damn..im a proud. Chiyaan vikram fan..,0,0,0
Enna panna porom sweet sapda porom....,0,0,0
entha kannada naiyai ennum tamilnattil erunthu anupalaiya?,1,1,1
Vaa thalaiva via diwali mass ur movie bikil out,0,1,1
Veralevel performer Dhanush sir,0,0,0
No means no entha dialogue thalaya thavara yaru sonna nallairukumnu tharayala,0,0,0
Super akshay sir i love u sir,0,0,0
Looks like he will SET SCREEN ON FIRE,0,0,0
Ninga vena yenkuda classah passah suthla aana yen massu yennanu teriyathulla,0,0,1
Rmba sandhosama irukku. Thala ipdi suspense movie la nadichadhu.and rlz kaga waiting.,0,0,0
Villaina mass aa kattallayea. So sad. Villain mass aa iruntha thaa movie mass aa irukkum,0,1,0
Trailer vera level athana Da....aamai kunjugala,0,0,1
"Yenda, padathoda ottumoththa kadhaiyayum idhudhan nu potu kaatra mariya da trailer pannuveenga.",0,1,1
ommbu,1,1,1
othalaka,1,1,1
okuran,1,1,1
olu,1,1,1
olee,1,1,1
evn yenna da solla varan,0,0,0
bro puluthi mari pannatha bro ,1,1,1
pavam bro avn pathiyama aagitan,0,0,1
mmla,1,1,1
omala,1,1,1
nee olungha mathavanghala pathi soldra,0,1,0
onnalam yaru da video poda sonnathu,0,1,0
